bus_stop_code,current_time,duration,hour,round,day,minute,time
0100001001,14:27:02,120,14,0,4,27,18
0100101003,14:29:02,180,14,0,4,29,18
0100301004,14:32:02,121,14,0,4,32,18
0100401005,14:34:03,120,14,0,4,34,18
0100501006,14:36:03,120,14,0,4,36,18
0100601008,14:38:03,60,14,0,4,38,18
0100801012,14:39:03,361,14,0,4,39,18
0101201013,14:45:04,60,14,0,4,45,19
0101301014,14:46:04,60,14,0,4,46,19
0101401018,14:47:04,360,14,0,4,47,19
0101801019,14:53:04,60,14,0,4,53,19
0101901020,14:54:04,60,14,0,4,54,19
0102001021,14:55:04,121,14,0,4,55,19
0102101022,14:57:05,60,14,0,4,57,19
0102201025,14:58:05,235,14,0,4,58,19
0102501027,15:02:00,120,15,0,4,2,19
0102701029,15:04:00,120,15,0,4,4,19
0102901031,15:06:00,240,15,0,4,6,19
0103101035,15:10:00,181,15,0,4,10,19
0103501036,15:13:01,300,15,0,4,13,20
0103701040,17:26:02,420,17,0,4,26,24
0104001045,17:33:02,481,17,0,4,33,24
0104501046,17:41:03,240,17,0,4,41,25
0104601047,17:45:03,61,17,0,4,45,25
0104701051,17:46:04,600,17,0,4,46,25
0105101057,17:56:04,356,17,0,4,56,25
0105701058,18:02:00,60,18,0,4,2,25
0105801059,18:03:00,60,18,0,4,3,25
0105901071,18:04:00,1383,18,0,4,4,25
0100001001,07:11:01,60,7,0,5,11,4
0100101003,07:12:01,180,7,0,5,12,4
0100301004,07:15:01,60,7,0,5,15,4
0100401006,07:16:01,300,7,0,5,16,4
0100601007,07:21:01,121,7,0,5,21,4
0100701012,07:23:02,721,7,0,5,23,4
0101201018,07:35:03,180,7,0,5,35,4
0101801025,07:38:03,481,7,0,5,38,4
0102501026,07:46:04,120,7,0,5,46,5
0102601028,07:48:04,120,7,0,5,48,5
0102801031,07:50:04,60,7,0,5,50,5
0103101035,07:51:04,596,7,0,5,51,5
0103501036,08:01:00,240,8,0,5,1,5
0103701041,08:12:01,360,8,0,5,12,6
0104101043,08:18:01,180,8,0,5,18,6
0104301045,08:21:01,121,8,0,5,21,6
0104501046,08:23:02,120,8,0,5,23,6
0104601047,08:25:02,60,8,0,5,25,6
0104701048,08:26:02,60,8,0,5,26,6
0104801051,08:27:02,60,8,0,5,27,6
0105101052,08:28:02,60,8,0,5,28,6
0105201057,08:29:02,721,8,0,5,29,6
0105701061,08:41:03,60,8,0,5,41,7
0106101062,08:42:03,60,8,0,5,42,7
0106201064,08:43:03,121,8,0,5,43,7
0106401065,08:45:04,120,8,0,5,45,7
0106501066,08:47:04,60,8,0,5,47,7
0106601067,08:48:04,60,8,0,5,48,7
0106701068,08:49:04,60,8,0,5,49,7
0106801070,08:50:04,180,8,0,5,50,7
0107001071,08:53:04,240,8,0,5,53,7
0100001001,09:20:01,60,9,0,5,20,8
0100101002,09:21:01,181,9,0,5,21,8
0100201004,09:24:02,60,9,0,5,24,8
0100401005,09:25:02,60,9,0,5,25,8
0100501006,09:26:02,120,9,0,5,26,8
0100601012,09:28:02,601,9,0,5,28,8
0101201013,09:38:03,60,9,0,5,38,8
0101301018,09:39:03,360,9,0,5,39,8
0101801019,09:45:03,61,9,0,5,45,9
0101901020,09:46:04,60,9,0,5,46,9
0102001021,09:47:04,180,9,0,5,47,9
0102101023,09:50:04,60,9,0,5,50,9
0102301024,09:51:04,120,9,0,5,51,9
0102401025,09:53:04,120,9,0,5,53,9
0102501029,09:55:04,296,9,0,5,55,9
0102901032,10:00:00,300,10,0,5,0,9
0103201036,10:05:00,1202,10,0,5,5,9
0103701043,10:35:03,600,10,0,5,35,10
0104301045,10:45:03,121,10,0,5,45,11
0104501046,10:47:04,240,10,0,5,47,11
0104601051,10:51:04,180,10,0,5,51,11
0105101052,10:54:04,181,10,0,5,54,11
0105201053,10:57:05,120,10,0,5,57,11
0105301057,10:59:05,535,10,0,5,59,11
0105701059,11:08:00,120,11,0,5,8,11
0105901062,11:10:00,301,11,0,5,10,11
0106201064,11:15:01,120,11,0,5,15,12
0106401065,11:17:01,240,11,0,5,17,12
0106501068,11:21:01,241,11,0,5,21,12
0106801070,11:25:02,120,11,0,5,25,12
0107001071,11:27:02,300,11,0,5,27,12
0100001001,11:53:04,241,11,0,5,53,13
0100101003,11:57:05,235,11,0,5,57,13
0100301005,12:01:00,60,12,0,5,1,13
0100501012,12:02:00,540,12,0,5,2,13
0101201013,12:11:00,121,12,0,5,11,14
0101301018,12:13:01,420,12,0,5,13,14
0101801019,12:20:01,60,12,0,5,20,14
0101901025,12:21:01,661,12,0,5,21,14
0102501028,12:32:02,181,12,0,5,32,14
0102801029,12:35:03,180,12,0,5,35,14
0102901031,12:38:03,240,12,0,5,38,14
0103101032,12:42:03,60,12,0,5,42,15
0103201033,12:43:03,121,12,0,5,43,15
0103301035,12:45:04,180,12,0,5,45,15
0103501036,12:48:04,661,12,0,5,48,15
0103701046,13:29:02,541,13,0,5,29,16
0104601048,13:38:03,180,13,0,5,38,16
0104801051,13:41:03,60,13,0,5,41,17
0105101053,13:42:03,301,13,0,5,42,17
0105301057,13:47:04,601,13,0,5,47,17
0105701058,13:57:05,120,13,0,5,57,17
0105801061,13:59:05,355,13,0,5,59,17
0106101062,14:05:00,60,14,0,5,5,17
0106201064,14:06:00,240,14,0,5,6,17
0106401065,14:10:00,121,14,0,5,10,17
0106501069,14:12:01,60,14,0,5,12,18
0106901071,14:13:01,721,14,0,5,13,18
0100001001,14:39:03,120,14,0,5,39,18
